action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,637052,[],CHEMBL703575,Inhibition of Kallikrein proteolytic enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@H](C(=O)N[C@H](C=O)CCCN=C(N)N)C(C)C,,,CHEMBL1124970,J Med Chem,1990,"{'bei': '9.81', 'le': '0.19', 'lle': '3.74', 'sei': '2.78'}",CHEMBL2371651,,CHEMBL2371651,4.95,0,http://www.openphacts.org/units/Nanomolar,341877,=,1,1,=,,IC50,nM,,11200.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,uM,UO_0000065,,11.2
,,637055,[],CHEMBL703575,Inhibition of Kallikrein proteolytic enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)CCCN,,,CHEMBL1124970,J Med Chem,1990,"{'bei': '9.51', 'le': '0.18', 'lle': '2.25', 'sei': '3.25'}",CHEMBL2371642,,CHEMBL2371642,4.53,0,http://www.openphacts.org/units/Nanomolar,341872,=,1,1,=,,IC50,nM,,29300.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,uM,UO_0000065,,29.3
,,640724,[],CHEMBL703575,Inhibition of Kallikrein proteolytic enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)CCCNC(N)=O,,,CHEMBL1124970,J Med Chem,1990,"{'bei': '10.50', 'le': '0.20', 'lle': '4.29', 'sei': '2.81'}",CHEMBL2371636,,CHEMBL2371636,4.49,0,http://www.openphacts.org/units/Nanomolar,341867,=,1,1,=,,IC50,nM,,32400.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,uM,UO_0000065,,32.4
,,642090,[],CHEMBL703575,Inhibition of Kallikrein proteolytic enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)N[C@H](C=O)CCCN=C(N)N,,,CHEMBL1124970,J Med Chem,1990,"{'bei': '8.31', 'le': '0.16', 'lle': '2.80', 'sei': '2.58'}",CHEMBL3143648,,CHEMBL3143648,4.59,0,http://www.openphacts.org/units/Nanomolar,341876,=,1,1,=,,IC50,nM,,25700.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,uM,UO_0000065,,25.7
,,645599,[],CHEMBL703575,Inhibition of Kallikrein proteolytic enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C=O)CCCN,,,CHEMBL1124970,J Med Chem,1990,"{'bei': '8.00', 'le': '0.15', 'lle': '1.60', 'sei': '2.93'}",CHEMBL3143643,,CHEMBL3143643,4.08,0,http://www.openphacts.org/units/Nanomolar,341871,=,1,1,=,,IC50,nM,,82400.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,uM,UO_0000065,,82.4
,,647963,[],CHEMBL703575,Inhibition of Kallikrein proteolytic enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@H](C(=O)N[C@H](C=O)CCCCN)C(C)C,,,CHEMBL1124970,J Med Chem,1990,"{'bei': '10.13', 'le': '0.19', 'lle': '2.55', 'sei': '3.46'}",CHEMBL2371625,,CHEMBL2371625,4.83,0,http://www.openphacts.org/units/Nanomolar,341873,=,1,1,=,,IC50,nM,,14800.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,uM,UO_0000065,,14.8
,,649252,[],CHEMBL703575,Inhibition of Kallikrein proteolytic enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C=O)CCCN=C(N)N,,,CHEMBL1124970,J Med Chem,1990,"{'bei': '8.10', 'le': '0.15', 'lle': '2.69', 'sei': '2.52'}",CHEMBL3143649,,CHEMBL3143649,4.48,0,http://www.openphacts.org/units/Nanomolar,341879,=,1,1,=,,IC50,nM,,33300.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,uM,UO_0000065,,33.3
,,653856,[],CHEMBL703575,Inhibition of Kallikrein proteolytic enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)CCCN=C(N)N,,,CHEMBL1124970,J Med Chem,1990,"{'bei': '8.57', 'le': '0.16', 'lle': '2.84', 'sei': '2.50'}",CHEMBL3143647,,CHEMBL3143647,4.44,0,http://www.openphacts.org/units/Nanomolar,341875,=,1,1,=,,IC50,nM,,36000.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,uM,UO_0000065,,36.0
,,661158,[],CHEMBL703575,Inhibition of Kallikrein proteolytic enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@H](C(=O)N[C@H](C=O)CCCN)C(C)C,,,CHEMBL1124970,J Med Chem,1990,"{'bei': '9.23', 'le': '0.18', 'lle': '2.38', 'sei': '3.06'}",CHEMBL2371655,,CHEMBL2371655,4.27,0,http://www.openphacts.org/units/Nanomolar,341869,=,1,1,=,,IC50,nM,,53800.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,uM,UO_0000065,,53.8
,,662418,[],CHEMBL703575,Inhibition of Kallikrein proteolytic enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)N[C@H](C=O)CCCCN,,,CHEMBL1124970,J Med Chem,1990,"{'bei': '8.75', 'le': '0.17', 'lle': '1.72', 'sei': '3.29'}",CHEMBL3143639,,CHEMBL3143639,4.59,0,http://www.openphacts.org/units/Nanomolar,341868,=,1,1,=,,IC50,nM,,25600.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,uM,UO_0000065,,25.6
,,666315,[],CHEMBL703575,Inhibition of Kallikrein proteolytic enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)N[C@H](C=O)CCCN,,,CHEMBL1124970,J Med Chem,1990,"{'bei': '9.65', 'le': '0.18', 'lle': '2.45', 'sei': '3.53'}",CHEMBL3143646,,CHEMBL3143646,4.93,0,http://www.openphacts.org/units/Nanomolar,341870,=,1,1,=,,IC50,nM,,11800.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,uM,UO_0000065,,11.8
,,667598,[],CHEMBL703575,Inhibition of Kallikrein proteolytic enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C=O)CCCCN,,,CHEMBL1124970,J Med Chem,1990,"{'bei': '8.94', 'le': '0.17', 'lle': '1.82', 'sei': '3.36'}",CHEMBL3143642,,CHEMBL3143642,4.69,0,http://www.openphacts.org/units/Nanomolar,341874,=,1,1,=,,IC50,nM,,20300.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,uM,UO_0000065,,20.3
,,670036,[],CHEMBL703575,Inhibition of Kallikrein proteolytic enzyme,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)CCCCN,,,CHEMBL1124970,J Med Chem,1990,"{'bei': '9.62', 'le': '0.18', 'lle': '2.05', 'sei': '3.38'}",CHEMBL2371644,,CHEMBL2371644,4.72,0,http://www.openphacts.org/units/Nanomolar,341878,=,1,1,=,,IC50,nM,,19000.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,uM,UO_0000065,,19.0
,,715833,[],CHEMBL701581,Inhibitory activity against kallikrein,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2cc3ccccc3cc2CN)n1,,,CHEMBL1135946,Bioorg Med Chem Lett,2002,,CHEMBL297423,,CHEMBL297423,,0,http://www.openphacts.org/units/Nanomolar,71901,>,1,1,>,,IC50,nM,,11000.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,uM,UO_0000065,,11.0
,,725068,[],CHEMBL701581,Inhibitory activity against kallikrein,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2cc3ccccc3cc2F)n1,,,CHEMBL1135946,Bioorg Med Chem Lett,2002,,CHEMBL41982,,CHEMBL41982,,0,http://www.openphacts.org/units/Nanomolar,71903,>,1,1,>,,IC50,nM,,11000.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,uM,UO_0000065,,11.0
,,725075,[],CHEMBL701581,Inhibitory activity against kallikrein,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2cc3ccccc3cc2S(C)(=O)=O)n1,,,CHEMBL1135946,Bioorg Med Chem Lett,2002,,CHEMBL44830,,CHEMBL44830,,0,http://www.openphacts.org/units/Nanomolar,71892,>,1,1,>,,IC50,nM,,11000.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,uM,UO_0000065,,11.0
,,726241,[],CHEMBL701581,Inhibitory activity against kallikrein,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2ccc3cc(Cl)ccc3c2)n1,,,CHEMBL1135946,Bioorg Med Chem Lett,2002,,CHEMBL279519,,CHEMBL279519,,0,http://www.openphacts.org/units/Nanomolar,71887,>,1,1,>,,IC50,nM,,11000.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,uM,UO_0000065,,11.0
,,727611,[],CHEMBL701581,Inhibitory activity against kallikrein,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2cc3ccccc3cc2C(=O)O)n1,,,CHEMBL1135946,Bioorg Med Chem Lett,2002,,CHEMBL42702,,CHEMBL42702,,0,http://www.openphacts.org/units/Nanomolar,71885,>,1,1,>,,IC50,nM,,11000.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,uM,UO_0000065,,11.0
,,728746,[],CHEMBL701581,Inhibitory activity against kallikrein,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2cc3ccccc3cc2O)n1,,,CHEMBL1135946,Bioorg Med Chem Lett,2002,,CHEMBL431127,,CHEMBL431127,,0,http://www.openphacts.org/units/Nanomolar,71902,>,1,1,>,,IC50,nM,,11000.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,uM,UO_0000065,,11.0
,,728753,[],CHEMBL701581,Inhibitory activity against kallikrein,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2cc3ccccc3cc2C(N)=O)n1,,,CHEMBL1135946,Bioorg Med Chem Lett,2002,,CHEMBL44859,,CHEMBL44859,,0,http://www.openphacts.org/units/Nanomolar,71893,>,1,1,>,,IC50,nM,,11000.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,uM,UO_0000065,,11.0
,,732253,[],CHEMBL701581,Inhibitory activity against kallikrein,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2ccc3cc(Br)ccc3c2)n1,,,CHEMBL1135946,Bioorg Med Chem Lett,2002,,CHEMBL297616,,CHEMBL297616,,0,http://www.openphacts.org/units/Nanomolar,71886,>,1,1,>,,IC50,nM,,11000.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,uM,UO_0000065,,11.0
,,734658,[],CHEMBL701581,Inhibitory activity against kallikrein,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2cc3ccccc3cc2C2=NCCN2)n1,,,CHEMBL1135946,Bioorg Med Chem Lett,2002,,CHEMBL295297,,CHEMBL295297,,0,http://www.openphacts.org/units/Nanomolar,71888,>,1,1,>,,IC50,nM,,11000.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,uM,UO_0000065,,11.0
,,741126,[],CHEMBL701581,Inhibitory activity against kallikrein,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2ccc3cc(O)ccc3c2)n1,,,CHEMBL1135946,Bioorg Med Chem Lett,2002,,CHEMBL44753,,CHEMBL44753,,0,http://www.openphacts.org/units/Nanomolar,71899,>,1,1,>,,IC50,nM,,11000.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,uM,UO_0000065,,11.0
,,743922,[],CHEMBL701581,Inhibitory activity against kallikrein,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2ccc3ccccc3c2)n1,,,CHEMBL1135946,Bioorg Med Chem Lett,2002,,CHEMBL47250,,CHEMBL47250,,0,http://www.openphacts.org/units/Nanomolar,71883,>,1,1,>,,IC50,nM,,11000.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,uM,UO_0000065,,11.0
,,745283,[],CHEMBL701581,Inhibitory activity against kallikrein,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2cc3ccccc3cc2C(=N)N)n1,,,CHEMBL1135946,Bioorg Med Chem Lett,2002,,CHEMBL44764,,CHEMBL44764,,0,http://www.openphacts.org/units/Nanomolar,71890,>,1,1,>,,IC50,nM,,11000.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,uM,UO_0000065,,11.0
,,746441,[],CHEMBL701581,Inhibitory activity against kallikrein,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2cc3ccccc3cc2C(=N)N(C)C)n1,,,CHEMBL1135946,Bioorg Med Chem Lett,2002,,CHEMBL416820,,CHEMBL416820,,0,http://www.openphacts.org/units/Nanomolar,71889,>,1,1,>,,IC50,nM,,11000.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,uM,UO_0000065,,11.0
,,749035,[],CHEMBL701581,Inhibitory activity against kallikrein,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2cc3ccccc3cc2C#N)n1,,,CHEMBL1135946,Bioorg Med Chem Lett,2002,,CHEMBL297251,,CHEMBL297251,,0,http://www.openphacts.org/units/Nanomolar,71905,>,1,1,>,,IC50,nM,,11000.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,uM,UO_0000065,,11.0
,,750183,[],CHEMBL701581,Inhibitory activity against kallikrein,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2cc3ccccc3cc2S(N)(=O)=O)n1,,,CHEMBL1135946,Bioorg Med Chem Lett,2002,,CHEMBL295034,,CHEMBL295034,,0,http://www.openphacts.org/units/Nanomolar,71891,>,1,1,>,,IC50,nM,,11000.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,uM,UO_0000065,,11.0
,,750190,[],CHEMBL701581,Inhibitory activity against kallikrein,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc2cc(-n3nc(C)cc3C(=O)Nc3ccc(-c4ccccc4S(N)(=O)=O)cc3)ccc2c1,,,CHEMBL1135946,Bioorg Med Chem Lett,2002,,CHEMBL435765,,CHEMBL435765,,0,http://www.openphacts.org/units/Nanomolar,71900,>,1,1,>,,IC50,nM,,11000.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,uM,UO_0000065,,11.0
,,751469,[],CHEMBL701581,Inhibitory activity against kallikrein,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2cc3ccccc3cc2CO)n1,,,CHEMBL1135946,Bioorg Med Chem Lett,2002,,CHEMBL416097,,CHEMBL416097,,0,http://www.openphacts.org/units/Nanomolar,71884,>,1,1,>,,IC50,nM,,11000.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,uM,UO_0000065,,11.0
,,751476,[],CHEMBL701581,Inhibitory activity against kallikrein,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)c1cc2ccccc2cc1-n1nc(C)cc1C(=O)Nc1ccc(-c2ccccc2S(N)(=O)=O)cc1,,,CHEMBL1135946,Bioorg Med Chem Lett,2002,,CHEMBL298259,,CHEMBL298259,,0,http://www.openphacts.org/units/Nanomolar,71894,>,1,1,>,,IC50,nM,,11000.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,uM,UO_0000065,,11.0
,,752643,[],CHEMBL701581,Inhibitory activity against kallikrein,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2cc3ccccc3cc2Br)n1,,,CHEMBL1135946,Bioorg Med Chem Lett,2002,,CHEMBL44897,,CHEMBL44897,,0,http://www.openphacts.org/units/Nanomolar,71904,>,1,1,>,,IC50,nM,,11000.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,uM,UO_0000065,,11.0
,,1066383,[],CHEMBL701762,Inhibitory concentration of compound was determined against kallikrein,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(C(=O)Nc2ccc(-c3ccccc3CN)cc2F)n(-c2cc3ccccc3cc2F)n1,,,CHEMBL1149220,Bioorg Med Chem Lett,2004,,CHEMBL20934,,CHEMBL20934,,0,http://www.openphacts.org/units/Nanomolar,26409,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,uM,UO_0000065,,10.0
,,1070151,[],CHEMBL701762,Inhibitory concentration of compound was determined against kallikrein,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(C(=O)Nc2ccc(-c3ccccc3CN(C)C)cc2F)n(-c2cc3ccccc3cc2S(C)(=O)=O)n1,,,CHEMBL1149220,Bioorg Med Chem Lett,2004,,CHEMBL20766,,CHEMBL20766,,0,http://www.openphacts.org/units/Nanomolar,26425,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,uM,UO_0000065,,10.0
,,1071743,[],CHEMBL701594,Concentration required to inhibit enzymatic cleavage of the chromogenic substrate (H-D-Val-Leu-Arg-pNA) for pancreatic kallikrein in vitro.,B,,,BAO_0000190,BAO_0000357,single protein format,C=CCN(CC(=O)O)C(=O)/C(C)=C/c1ccc(C(=O)Oc2ccc(C(=N)N)cc2)cc1.CS(=O)(=O)O,,,CHEMBL1128424,J Med Chem,1995,,CHEMBL85154,,CHEMBL1179549,,0,http://www.openphacts.org/units/Nanomolar,151460,>,1,1,>,,IC50,nM,,100000.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,uM,UO_0000065,,100.0
,,1071744,[],CHEMBL701593,Concentration required to inhibit enzymatic cleavage of the chromogenic substrate (H-D-Pro-Phe-Arg-pNA) for plasma kallikrein in vitro.,B,,,BAO_0000190,BAO_0000357,single protein format,C=CCN(CC(=O)O)C(=O)/C(C)=C/c1ccc(C(=O)Oc2ccc(C(=N)N)cc2)cc1.CS(=O)(=O)O,,,CHEMBL1128424,J Med Chem,1995,"{'bei': '16.65', 'le': '0.31', 'lle': '4.33', 'sei': '5.24'}",CHEMBL85154,,CHEMBL1179549,7.01,0,http://www.openphacts.org/units/Nanomolar,151460,=,1,1,=,,IC50,nM,,96.5,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,uM,UO_0000065,,0.0965
