action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,45110,[],CHEMBL815474,Binding affinity against human trypsin,B,,,BAO_0000190,BAO_0000224,protein format,O=C(Cc1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1)NCC1CCN(c2ccncc2)CC1,,,CHEMBL1146806,Bioorg Med Chem Lett,2004,,CHEMBL126208,,CHEMBL126208,,0,http://www.openphacts.org/units/Nanomolar,235723,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,10.0
,,48784,[],CHEMBL815474,Binding affinity against human trypsin,B,,,BAO_0000190,BAO_0000224,protein format,O=C(Cc1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1)Nc1ccc(N2CCOCC2=O)cc1,,,CHEMBL1146806,Bioorg Med Chem Lett,2004,,CHEMBL125839,,CHEMBL125839,,0,http://www.openphacts.org/units/Nanomolar,235736,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,10.0
,,48790,[],CHEMBL815474,Binding affinity against human trypsin,B,,,BAO_0000190,BAO_0000224,protein format,O=C(Cc1ccc2[nH]c(-c3ccc(Br)s3)nc2c1)NCC1CCN(c2ccncc2)CC1,,,CHEMBL1146806,Bioorg Med Chem Lett,2004,,CHEMBL124658,,CHEMBL124658,,0,http://www.openphacts.org/units/Nanomolar,235720,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,10.0
,,50219,[],CHEMBL815474,Binding affinity against human trypsin,B,,,BAO_0000190,BAO_0000224,protein format,Cc1cc(NC(=O)COc2ccc3[nH]c(-c4ccc(Cl)s4)nc3c2)ccc1N1CCOCC1=O,,,CHEMBL1146806,Bioorg Med Chem Lett,2004,,CHEMBL123150,,CHEMBL123150,,0,http://www.openphacts.org/units/Nanomolar,235715,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,10.0
,,50225,[],CHEMBL815474,Binding affinity against human trypsin,B,,,BAO_0000190,BAO_0000224,protein format,Cc1cc(NC(=O)CCc2ccc3[nH]c(-c4ccc(Br)s4)nc3c2)ccc1N1CCOCC1=O,,,CHEMBL1146806,Bioorg Med Chem Lett,2004,,CHEMBL122329,,CHEMBL122329,,0,http://www.openphacts.org/units/Nanomolar,235732,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,10.0
,,51455,[],CHEMBL815474,Binding affinity against human trypsin,B,,,BAO_0000190,BAO_0000224,protein format,O=C(Cc1ccc2[nH]c(-c3ccc(Br)s3)nc2c1)Nc1ccc(-n2ccccc2=O)cc1,,,CHEMBL1146806,Bioorg Med Chem Lett,2004,,CHEMBL419608,,CHEMBL419608,,0,http://www.openphacts.org/units/Nanomolar,235722,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,10.0
,,58879,[],CHEMBL815474,Binding affinity against human trypsin,B,,,BAO_0000190,BAO_0000224,protein format,O=C(Nc1ccc(N2CCOCC2=O)cc1)c1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1,,,CHEMBL1146806,Bioorg Med Chem Lett,2004,,CHEMBL125876,,CHEMBL125876,,0,http://www.openphacts.org/units/Nanomolar,235719,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,10.0
,,69353,[],CHEMBL815474,Binding affinity against human trypsin,B,,,BAO_0000190,BAO_0000224,protein format,O=C(Cc1ccc(N2CCOCC2=O)cc1)Nc1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1,,,CHEMBL1146806,Bioorg Med Chem Lett,2004,,CHEMBL124657,,CHEMBL124657,,0,http://www.openphacts.org/units/Nanomolar,235718,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,10.0
,,69359,[],CHEMBL815474,Binding affinity against human trypsin,B,,,BAO_0000190,BAO_0000224,protein format,O=C(CCc1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1)Nc1ccc(N2CCOCC2=O)cc1,,,CHEMBL1146806,Bioorg Med Chem Lett,2004,,CHEMBL125939,,CHEMBL125939,,0,http://www.openphacts.org/units/Nanomolar,235734,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,10.0
,,70802,[],CHEMBL815474,Binding affinity against human trypsin,B,,,BAO_0000190,BAO_0000224,protein format,Cc1cc(NC(=O)Cc2ccc3[nH]c(-c4ccc(Br)s4)nc3c2)ccc1N1CCOCC1=O,,,CHEMBL1146806,Bioorg Med Chem Lett,2004,,CHEMBL420338,,CHEMBL420338,,0,http://www.openphacts.org/units/Nanomolar,235721,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,10.0
,,948938,[],CHEMBL816796,Inhibitory activity against bovine trypsin,B,,,BAO_0000190,BAO_0000224,protein format,CCOc1ccc(-c2ccc(C(=O)NC(/C=C/c3ccccc3)C(Cc3cccc(C(=N)N)c3)C(=O)OC)cc2)cc1,,,CHEMBL1131467,J Med Chem,1998,"{'bei': '9.89', 'le': '0.18', 'lle': '-0.33', 'sei': '4.85'}",CHEMBL140719,,CHEMBL140719,5.55,0,http://www.openphacts.org/units/Nanomolar,269593,=,1,1,=,,IC50,nM,,2800.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,2.8
,,950289,[],CHEMBL816796,Inhibitory activity against bovine trypsin,B,,,BAO_0000190,BAO_0000224,protein format,COC(=O)C(Cc1cccc(C(=N)N)c1)C(/C=C/c1ccccc1)NC(=O)c1ccc(-c2ccccc2)cc1,,,CHEMBL1131467,J Med Chem,1998,"{'bei': '10.19', 'le': '0.18', 'lle': '-0.20', 'sei': '5.01'}",CHEMBL138610,,CHEMBL138610,5.28,0,http://www.openphacts.org/units/Nanomolar,269607,=,1,1,=,,IC50,nM,,5300.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,5.3
,,954217,[],CHEMBL816796,Inhibitory activity against bovine trypsin,B,,,BAO_0000190,BAO_0000224,protein format,COC(=O)C(Cc1cccc(C(=N)N)c1)C(/C=C/c1ccccc1)NC(=O)c1ccc(-c2ccc(OC)c(OC)c2)cc1,,,CHEMBL1131467,J Med Chem,1998,"{'bei': '9.70', 'le': '0.18', 'lle': '0.10', 'sei': '4.53'}",CHEMBL341970,,CHEMBL341970,5.60,0,http://www.openphacts.org/units/Nanomolar,269596,=,1,1,=,,IC50,nM,,2500.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,2.5
,,960606,[],CHEMBL816796,Inhibitory activity against bovine trypsin,B,,,BAO_0000190,BAO_0000224,protein format,CCOc1ccccc1-c1ccc(C(=O)NC(/C=C/c2ccccc2)C(Cc2cccc(C(=N)N)c2)C(=O)OC)cc1,,,CHEMBL1131467,J Med Chem,1998,"{'bei': '10.23', 'le': '0.19', 'lle': '-0.14', 'sei': '5.02'}",CHEMBL341808,,CHEMBL341808,5.75,0,http://www.openphacts.org/units/Nanomolar,269595,=,1,1,=,,IC50,nM,,1800.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,1.8
,,963092,[],CHEMBL816796,Inhibitory activity against bovine trypsin,B,,,BAO_0000190,BAO_0000224,protein format,COC(=O)C(Cc1cccc(C(=N)N)c1)C(/C=C/c1ccccc1)NC(=O)c1ccc(-c2ccccc2OC)cc1,,,CHEMBL1131467,J Med Chem,1998,"{'bei': '10.49', 'le': '0.19', 'lle': '0.25', 'sei': '5.02'}",CHEMBL138258,,CHEMBL138258,5.75,0,http://www.openphacts.org/units/Nanomolar,269600,=,1,1,=,,IC50,nM,,1800.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,1.8
,,965876,[],CHEMBL816796,Inhibitory activity against bovine trypsin,B,,,BAO_0000190,BAO_0000224,protein format,COCC(Cc1cccc(C(=N)N)c1)C(/C=C/c1ccccc1)NC(=O)c1ccc(-c2ccccc2)cc1,,,CHEMBL1131467,J Med Chem,1998,"{'bei': '9.93', 'le': '0.18', 'lle': '-0.95', 'sei': '5.67'}",CHEMBL422819,,CHEMBL422819,5.00,0,http://www.openphacts.org/units/Nanomolar,269588,=,1,1,=,,IC50,nM,,10000.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,10.0
,,968345,[],CHEMBL816796,Inhibitory activity against bovine trypsin,B,,,BAO_0000190,BAO_0000224,protein format,COC(=O)C(Cc1cccc(C(=N)N)c1)C(/C=C/c1ccccc1)NC(=O)c1ccc(-c2ccc(C)cc2)cc1,,,CHEMBL1131467,J Med Chem,1998,"{'bei': '10.44', 'le': '0.19', 'lle': '-0.24', 'sei': '5.27'}",CHEMBL344831,,CHEMBL344831,5.55,0,http://www.openphacts.org/units/Nanomolar,269574,=,1,1,=,,IC50,nM,,2800.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,2.8
,,968348,[],CHEMBL816796,Inhibitory activity against bovine trypsin,B,,,BAO_0000190,BAO_0000224,protein format,CCc1ccccc1-c1ccc(C(=O)NC(/C=C/c2ccccc2)C(Cc2cccc(C(=N)N)c2)C(=O)OC)cc1,,,CHEMBL1131467,J Med Chem,1998,"{'bei': '10.27', 'le': '0.19', 'lle': '-0.44', 'sei': '5.32'}",CHEMBL139084,,CHEMBL139084,5.60,0,http://www.openphacts.org/units/Nanomolar,269573,=,1,1,=,,IC50,nM,,2500.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,2.5
,,972251,[],CHEMBL816796,Inhibitory activity against bovine trypsin,B,,,BAO_0000190,BAO_0000224,protein format,COC(=O)C(Cc1cccc(C(=N)N)c1)C(/C=C/c1ccccc1)NC(=O)c1ccc(-c2ccccc2C)cc1,,,CHEMBL1131467,J Med Chem,1998,"{'bei': '10.36', 'le': '0.19', 'lle': '-0.28', 'sei': '5.23'}",CHEMBL138299,,CHEMBL138299,5.51,0,http://www.openphacts.org/units/Nanomolar,269576,=,1,1,=,,IC50,nM,,3100.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,3.1
,,972254,[],CHEMBL816796,Inhibitory activity against bovine trypsin,B,,,BAO_0000190,BAO_0000224,protein format,COC(=O)C(Cc1cccc(C(=N)N)c1)C(/C=C/c1ccccc1)NC(=O)c1ccc(-c2ccc(OC)cc2)cc1,,,CHEMBL1131467,J Med Chem,1998,"{'bei': '10.11', 'le': '0.18', 'lle': '0.05', 'sei': '4.84'}",CHEMBL342831,,CHEMBL342831,5.54,0,http://www.openphacts.org/units/Nanomolar,269598,=,1,1,=,,IC50,nM,,2900.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,2.9
,,972257,[],CHEMBL816796,Inhibitory activity against bovine trypsin,B,,,BAO_0000190,BAO_0000224,protein format,COC(=O)C(Cc1cccc(C(=N)N)c1)C(/C=C/c1ccccc1)NC(=O)c1ccc(-c2ccc(OC)cc2OC)cc1,,,CHEMBL1131467,J Med Chem,1998,"{'bei': '9.59', 'le': '0.18', 'lle': '0.04', 'sei': '4.48'}",CHEMBL137858,,CHEMBL137858,5.54,0,http://www.openphacts.org/units/Nanomolar,269597,=,1,1,=,,IC50,nM,,2900.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,2.9
,,972260,[],CHEMBL816796,Inhibitory activity against bovine trypsin,B,,,BAO_0000190,BAO_0000224,protein format,N=C(N)c1cccc(CCC(/C=C/c2ccccc2)NC(=O)c2ccc(-c3ccccc3)cc2)c1,,,CHEMBL1131467,J Med Chem,1998,"{'bei': '11.27', 'le': '0.20', 'lle': '-0.90', 'sei': '6.56'}",CHEMBL343568,,CHEMBL343568,5.18,0,http://www.openphacts.org/units/Nanomolar,269586,=,1,1,=,,IC50,nM,,6600.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,6.6
,,977079,[],CHEMBL816796,Inhibitory activity against bovine trypsin,B,,,BAO_0000190,BAO_0000224,protein format,COC(=O)C(Cc1cccc(C(=N)N)c1)C(/C=C/c1ccccc1)NC(=O)c1ccc(-c2cccc(OC)c2)cc1,,,CHEMBL1131467,J Med Chem,1998,"{'bei': '10.33', 'le': '0.19', 'lle': '0.17', 'sei': '4.94'}",CHEMBL139561,,CHEMBL139561,5.66,0,http://www.openphacts.org/units/Nanomolar,269599,=,1,1,=,,IC50,nM,,2200.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,2.2
,,979627,[],CHEMBL816796,Inhibitory activity against bovine trypsin,B,,,BAO_0000190,BAO_0000224,protein format,COC(=O)C(Cc1cccc(C(=N)N)c1)C(/C=C/c1ccccc1)NC(=O)c1ccc(-c2cccc(C)c2)cc1,,,CHEMBL1131467,J Med Chem,1998,"{'bei': '10.47', 'le': '0.19', 'lle': '-0.22', 'sei': '5.29'}",CHEMBL341997,,CHEMBL341997,5.57,0,http://www.openphacts.org/units/Nanomolar,269575,=,1,1,=,,IC50,nM,,2700.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,2.7
,,979630,[],CHEMBL816796,Inhibitory activity against bovine trypsin,B,,,BAO_0000190,BAO_0000224,protein format,CCOc1cccc(-c2ccc(C(=O)NC(/C=C/c3ccccc3)C(Cc3cccc(C(=N)N)c3)C(=O)OC)cc2)c1,,,CHEMBL1131467,J Med Chem,1998,"{'bei': '9.69', 'le': '0.18', 'lle': '-0.44', 'sei': '4.75'}",CHEMBL139810,,CHEMBL139810,5.44,0,http://www.openphacts.org/units/Nanomolar,269594,=,1,1,=,,IC50,nM,,3600.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,3.6
,,985761,[],CHEMBL816796,Inhibitory activity against bovine trypsin,B,,,BAO_0000190,BAO_0000224,protein format,CCc1cccc(-c2ccc(C(=O)NC(/C=C/c3ccccc3)C(Cc3cccc(C(=N)N)c3)C(=O)OC)cc2)c1,,,CHEMBL1131467,J Med Chem,1998,"{'bei': '10.23', 'le': '0.19', 'lle': '-0.45', 'sei': '5.31'}",CHEMBL342211,,CHEMBL342211,5.58,0,http://www.openphacts.org/units/Nanomolar,269602,=,1,1,=,,IC50,nM,,2600.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,2.6
,,985764,[],CHEMBL816796,Inhibitory activity against bovine trypsin,B,,,BAO_0000190,BAO_0000224,protein format,N=C(N)c1cccc(CC(C(=O)O)C(/C=C/c2ccccc2)NC(=O)c2ccc(-c3ccccc3)cc2)c1,,,CHEMBL1131467,J Med Chem,1998,"{'bei': '9.25', 'le': '0.17', 'lle': '-0.73', 'sei': '4.01'}",CHEMBL140093,,CHEMBL140093,4.66,0,http://www.openphacts.org/units/Nanomolar,269591,=,1,1,=,,IC50,nM,,22000.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,22.0
,,985767,[],CHEMBL816796,Inhibitory activity against bovine trypsin,B,,,BAO_0000190,BAO_0000224,protein format,CC(=O)OCC(Cc1cccc(C(=N)N)c1)C(/C=C/c1ccccc1)NC(=O)c1ccc(-c2ccccc2)cc1,,,CHEMBL1131467,J Med Chem,1998,"{'bei': '11.01', 'le': '0.20', 'lle': '-0.02', 'sei': '5.56'}",CHEMBL138217,,CHEMBL138217,5.85,0,http://www.openphacts.org/units/Nanomolar,269587,=,1,1,=,,IC50,nM,,1400.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,1.4
,,1042616,[],CHEMBL814764,Inhibitory activity was measured against trypsin.,B,,,BAO_0000190,BAO_0000224,protein format,O=C(CCCCNC(=O)OCc1ccccc1)OCN1C(=O)c2ccccc2S1(=O)=O,,,CHEMBL1131519,J Med Chem,1998,,CHEMBL341885,,CHEMBL341885,,0,http://www.openphacts.org/units/Nanomolar,281697,>,1,1,>,,IC50,nM,,12000.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,12.0
,Not Determined,1052605,[],CHEMBL814920,Inhibitory activity was measured against trypsin; Not tested,B,,,BAO_0000190,BAO_0000224,protein format,O=C(Nc1ccc(C(=O)OCN2C(=O)c3ccccc3S2(=O)=O)cc1)OCc1ccccc1,,,CHEMBL1131519,J Med Chem,1998,,CHEMBL144342,,CHEMBL144342,,0,http://www.openphacts.org/units/Nanomolar,281705,,1,0,,,IC50,nM,,,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,
,,1060028,[],CHEMBL814764,Inhibitory activity was measured against trypsin.,B,,,BAO_0000190,BAO_0000224,protein format,O=C(CCNC(=O)OCc1ccccc1)OCN1C(=O)c2ccccc2S1(=O)=O,,,CHEMBL1131519,J Med Chem,1998,"{'bei': '10.71', 'le': '0.21', 'lle': '2.83', 'sei': '3.76'}",CHEMBL344560,,CHEMBL344560,4.48,0,http://www.openphacts.org/units/Nanomolar,281718,=,1,1,=,,IC50,nM,,33000.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,33.0
,,1130988,[],CHEMBL814763,Compound was tested for inhibition of trypsin,B,,,BAO_0000190,BAO_0000224,protein format,CCCC[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)CCC(=O)O)C(C)(C)C)C(=O)C(N)=O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1134166,Bioorg Med Chem Lett,2001,,CHEMBL331243,,CHEMBL331243,,0,http://www.openphacts.org/units/Nanomolar,226021,>,1,1,>,,IC50,nM,,200000.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,nM,UO_0000065,,200000.0
,,1457414,[],CHEMBL832829,Inhibitory concentration against human trypsin activity,B,,,BAO_0000190,BAO_0000224,protein format,CCC[C@@H](NC(=O)c1ccc(Cl)s1)C(=O)Nc1ccc(N2CCOCC2=O)c(C)c1,,,CHEMBL1138652,Bioorg Med Chem Lett,2004,,CHEMBL184422,,CHEMBL184422,,0,http://www.openphacts.org/units/Nanomolar,377587,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,10.0
,,1457417,[],CHEMBL832829,Inhibitory concentration against human trypsin activity,B,,,BAO_0000190,BAO_0000224,protein format,CC[C@@H](NC(=O)c1ccc(Cl)s1)C(=O)Nc1ccc(N2CCOCC2=O)c(C)c1,,,CHEMBL1138652,Bioorg Med Chem Lett,2004,,CHEMBL187051,,CHEMBL187051,,0,http://www.openphacts.org/units/Nanomolar,377613,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,10.0
,,1457422,[],CHEMBL832829,Inhibitory concentration against human trypsin activity,B,,,BAO_0000190,BAO_0000224,protein format,Cc1cc(NC(=O)[C@@H](C)NC(=O)c2ccc(Cl)s2)ccc1N1CCOCC1=O,,,CHEMBL1138652,Bioorg Med Chem Lett,2004,,CHEMBL187102,,CHEMBL187102,,0,http://www.openphacts.org/units/Nanomolar,377614,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,10.0
,,1457427,[],CHEMBL832829,Inhibitory concentration against human trypsin activity,B,,,BAO_0000190,BAO_0000224,protein format,Cc1cc(NC(=O)[C@@H](CO)NC(=O)c2ccc(Cl)s2)ccc1N1CCOCC1=O,,,CHEMBL1138652,Bioorg Med Chem Lett,2004,,CHEMBL364422,,CHEMBL364422,,0,http://www.openphacts.org/units/Nanomolar,377642,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,10.0
,,1457956,[],CHEMBL832829,Inhibitory concentration against human trypsin activity,B,,,BAO_0000190,BAO_0000224,protein format,COC[C@@H](NC(=O)c1ccc(Cl)s1)C(=O)Nc1ccc(N2CCOCC2=O)c(C)c1,,,CHEMBL1138652,Bioorg Med Chem Lett,2004,,CHEMBL364838,,CHEMBL364838,,0,http://www.openphacts.org/units/Nanomolar,377671,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,10.0
